episode,score,accumulated_reward
98,14,154.40999999999997
99,40,452.01999999998105
100,44,493.24999999998937
101,42,470.16999999998905
102,29,319.51999999999794
103,38,432.9299999999884
104,11,119.14999999999966
105,22,231.2999999999987
106,19,217.000000000001
107,23,251.79000000000048
108,25,266.96999999999827
109,29,319.0499999999975
110,23,251.4900000000011
111,14,152.83000000000067
112,27,299.7299999999984
113,22,246.4700000000007
114,17,181.21000000000046
115,31,329.9999999999941
116,16,167.6500000000006
117,12,126.93999999999994
118,44,484.7599999999884
119,27,295.91999999999985
120,27,294.65999999999843
121,36,397.25999999999374
122,32,366.6699999999885
123,33,364.62999999999585
124,10,105.01000000000124
125,58,648.8899999999938
126,23,251.9300000000012
127,32,349.3999999999902
128,23,256.5300000000007
129,47,535.4599999999895
130,28,305.1899999999976
131,26,284.05999999999597
132,58,650.6999999999954
133,31,341.86999999999506
134,18,203.5900000000012
135,37,416.6799999999851
136,19,205.24999999999957
137,16,169.87000000000066
138,13,135.42999999999975
139,24,253.61999999999983
140,14,154.11000000000087
141,22,239.00000000000009
142,45,513.8399999999866
143,23,245.70999999999958
144,17,176.57000000000042
145,14,153.8099999999994
146,17,188.63000000000102
147,24,269.35999999999876
148,22,236.9699999999986
149,25,277.84999999999945
150,27,292.70999999999844
151,20,213.2200000000003
152,30,328.42999999999563
153,35,385.9699999999905
154,34,383.71999999999343
155,34,371.56999999998953
156,51,591.4799999999865
157,15,158.0599999999999
158,25,281.56999999999925
159,35,392.6999999999921
160,37,418.0799999999917
161,28,319.35999999999655
162,15,161.42999999999986
163,31,331.4199999999904
164,16,174.0300000000009
165,19,205.8299999999992
166,27,291.83999999999924
167,21,230.66000000000068
168,54,624.2399999999953
169,32,356.2499999999884
170,19,197.81000000000057
171,10,103.6600000000006
172,37,411.79999999999296
173,15,162.59000000000074
174,20,212.6799999999983
175,27,293.15999999999593
176,42,470.36999999998784
177,17,186.5800000000009
178,9,93.48000000000047
179,23,252.53999999999888
180,30,340.2399999999946
181,11,123.05000000000072
182,19,208.37000000000057
183,36,411.5999999999877
184,24,258.1599999999998
185,27,301.6999999999981
186,44,493.2399999999818
187,29,320.22999999999723
188,27,297.3399999999941
189,18,194.6600000000009
190,30,335.1399999999966
191,28,313.4599999999938
192,21,230.9700000000014
193,21,237.82000000000104
194,24,250.80000000000115
195,27,314.4299999999937
196,18,194.15999999999977
197,36,393.13999999999277
198,36,407.44999999998413
199,28,308.4599999999941
200,59,675.0299999999891
201,31,345.62999999999613
202,11,109.97000000000085
203,19,203.67000000000144
204,19,199.88000000000042
205,47,516.2699999999907
206,8,82.54000000000048
207,7,65.83000000000071
208,25,278.35999999999973
209,26,292.9199999999966
210,22,229.7500000000014
211,11,113.81000000000051
212,35,384.9399999999932
213,24,263.8
214,22,242.65000000000109
215,37,411.79999999999194
216,20,219.91000000000068
217,26,282.7299999999989
218,29,324.3099999999963
219,46,516.8799999999864
220,32,365.8199999999918
221,53,590.2499999999874
222,24,260.8900000000001
223,25,282.1199999999984
224,29,332.7199999999974
225,33,375.40999999999184
226,12,129.11999999999986
227,19,206.17999999999918
228,31,339.58999999999577
229,8,80.04000000000032
230,24,270.9999999999981
231,41,471.17999999998693
232,25,278.769999999995
233,14,147.87000000000077
234,13,139.14000000000067
235,22,237.79000000000076
236,26,277.05000000000007
237,23,256.0899999999954
238,42,465.4699999999891
239,35,393.8799999999926
240,27,306.2099999999966
241,29,324.4799999999949
242,15,162.08000000000067
243,35,393.9299999999929
244,18,190.2100000000003
245,30,332.6199999999942
246,37,418.80999999999005
247,34,378.83999999999384
248,17,185.48000000000087
249,17,179.03000000000034
250,48,527.7999999999862
251,24,253.71000000000072
252,17,185.17000000000115
253,34,368.8899999999959
254,15,161.06000000000074
255,19,206.44999999999987
256,35,379.969999999988
257,18,196.58000000000058
258,23,253.8800000000004
259,26,287.20999999999736
260,17,178.7800000000012
261,29,319.4299999999909
262,14,155.40000000000057
263,31,347.1699999999961
264,37,410.20999999998725
265,33,373.0699999999926
266,35,380.78999999999394
267,38,423.24999999998465
268,22,248.43999999999892
269,47,524.7599999999784
270,31,345.79999999999444
271,32,352.0199999999945
272,31,348.59999999999445
273,47,542.0199999999879
274,52,583.4599999999884
275,33,371.5199999999939
276,16,177.99000000000063
277,45,508.24999999998647
278,24,265.72000000000037
279,16,169.9200000000005
280,38,440.0999999999884
281,32,356.63999999999356
282,59,672.4799999999972
283,17,189.07000000000102
284,24,259.7200000000002
285,28,305.08999999999804
286,43,483.54999999998694
287,17,192.57000000000002
288,30,339.82999999999527
289,35,404.1799999999904
290,44,488.9899999999877
291,8,81.3600000000003
292,24,264.6100000000017
293,16,172.23000000000053
294,28,313.62999999999795
295,33,367.6899999999951
296,10,101.07000000000056
297,33,369.74999999999187
298,13,133.67999999999878
299,31,338.08999999999696
300,25,276.0199999999995
301,15,161.51999999999978
302,17,185.4500000000007
303,31,344.2599999999957
304,41,452.9499999999833
305,36,394.67999999999194
306,35,386.77999999999486
307,23,250.2200000000006
308,28,308.86999999999193
309,7,68.67000000000016
310,44,486.8399999999761
311,26,292.4999999999987
312,45,514.7899999999858
313,52,593.8899999999819
314,15,160.5900000000006
315,15,159.55000000000075
316,20,215.47000000000085
317,22,242.2599999999999
318,48,524.4799999999769
319,47,523.5099999999878
320,43,488.88999999998674
321,11,108.39000000000149
322,14,146.9000000000011
323,32,357.73999999999404
324,61,683.8399999999939
325,50,577.0299999999896
326,2,14.869999999999997
327,22,241.51000000000178
328,23,252.30999999999693
329,26,283.3799999999957
330,32,358.2899999999942
331,34,378.3799999999948
332,29,318.31999999999584
333,10,103.28000000000048
334,32,363.90999999999445
335,39,439.32999999999066
336,56,643.1999999999916
337,20,224.0000000000009
338,17,182.2100000000004
339,25,272.1300000000002
340,22,238.5400000000016
341,30,337.1899999999969
342,53,599.9699999999951
343,20,210.88999999999896
344,11,120.4000000000008
345,25,280.90999999999906
346,31,346.7999999999952
347,31,344.5299999999938
348,48,543.4099999999883
349,38,425.049999999992
350,58,655.9299999999913
351,25,272.47999999999973
352,46,506.0799999999881
353,18,195.98000000000079
354,42,472.54999999998245
355,11,109.95000000000147
356,24,263.5999999999951
357,21,232.8799999999994
358,23,244.46999999999548
359,42,465.0499999999808
360,28,311.01999999999316
361,34,373.429999999995
362,16,175.05000000000058
363,31,344.3999999999952
364,14,149.75000000000065
365,22,243.3300000000002
366,20,218.93000000000154
367,34,380.85999999999206
368,39,428.519999999987
369,62,688.6299999999906
370,27,290.38999999999885
371,26,293.23999999999916
372,23,256.73999999999955
373,35,389.8399999999939
374,44,507.40999999998746
375,11,118.25000000000051
376,29,323.1699999999966
377,34,380.88999999999186
378,36,400.56999999999084
379,11,109.99000000000049
380,12,128.83000000000064
381,14,147.12000000000063
382,43,482.43999999998715
383,8,78.86000000000082
384,31,345.54999999999524
385,20,223.75000000000065
386,29,329.53999999999587
387,45,508.21999999998627
388,28,311.5399999999974
389,26,273.8399999999986
390,22,243.61000000000067
391,30,325.21999999999065
392,23,252.2400000000003
393,56,625.0499999999978
394,36,408.6699999999905
395,11,117.15000000000023
396,35,386.9699999999921
397,26,278.9999999999994
398,33,372.0899999999952
399,17,180.57000000000113
400,27,295.5599999999984
401,30,330.95999999999594
402,35,395.79999999999467
403,13,137.89000000000053
404,18,190.38000000000056
405,32,355.5599999999956
406,19,212.320000000001
407,42,465.7299999999887
408,52,582.4499999999925
409,20,219.75000000000065
410,39,452.61999999998625
411,24,252.31999999999687
412,47,535.3299999999833
413,40,445.9199999999923
414,19,208.2400000000009
415,30,333.7399999999972
416,49,548.3299999999871
417,36,408.9699999999929
418,49,554.4999999999887
419,36,389.29999999998574
420,31,337.1899999999965
421,44,502.2399999999793
422,19,204.80000000000064
423,27,296.5799999999984
424,17,181.93000000000228
425,20,225.0600000000011
426,17,182.90999999999966
427,35,392.20999999999214
428,26,278.01999999999754
429,29,319.99999999999653
430,20,227.42000000000033
431,13,137.1200000000007
432,21,224.14000000000064
433,24,259.3900000000006
434,44,484.35999999997904
435,36,392.1999999999886
436,31,335.44999999999646
437,58,650.1199999999913
438,29,319.5199999999977
439,24,265.07000000000056
440,21,224.34000000000125
441,32,350.8199999999954
442,28,308.83999999999634
443,30,329.6999999999972
444,36,405.5499999999916
445,27,292.48999999999756
446,43,483.01999999998674
447,40,451.199999999984
448,13,137.1100000000007
449,20,216.97000000000162
450,19,204.41000000000003
451,25,273.28999999999985
452,23,259.18999999999926
453,28,305.0199999999967
454,46,524.6099999999882
455,15,159.25000000000082
456,5,47.53000000000006
457,31,351.14999999999526
458,49,543.8799999999904
459,19,208.56000000000074
460,31,340.62999999999715
461,12,130.8800000000007
462,18,192.90000000000063
463,22,243.07000000000096
464,46,513.2399999999844
465,37,409.8699999999939
466,45,503.95999999998935
467,34,386.2499999999939
468,13,143.33000000000033
469,14,145.2700000000007
470,42,456.6099999999906
471,22,237.96999999999957
472,22,241.52000000000064
473,53,605.3899999999875
474,45,508.31999999998766
475,21,229.04999999999995
476,11,113.4100000000006
477,21,224.21000000000055
478,50,571.6499999999902
479,54,617.6399999999954
480,38,420.3699999999935
481,32,350.7299999999962
482,10,104.09000000000052
483,8,82.64000000000031
484,42,461.949999999989
485,10,111.9600000000006
486,25,278.9799999999991
487,9,94.28000000000056
488,12,133.35000000000073
489,24,252.99000000000098
490,17,182.14000000000058
491,55,629.9799999999908
492,29,325.04999999999535
493,27,309.43999999999727
494,25,276.97000000000094
495,15,163.13000000000008
496,38,427.07999999998407
497,28,309.9399999999962
498,35,387.87999999999346
499,7,67.9300000000006
500,25,264.48999999999995
501,37,426.80999999998943
502,24,256.9799999999961
503,21,230.77000000000098
504,41,460.26999999998225
505,18,194.23000000000053
506,9,92.75000000000058
507,25,271.56999999999425
508,15,159.7100000000006
509,29,323.8199999999966
510,26,289.04999999999836
511,55,623.0099999999917
512,44,509.90999999998814
513,12,125.19000000000054
514,9,91.52000000000031
515,41,453.9599999999908
516,26,293.7599999999984
517,46,519.8199999999888
518,36,402.9999999999871
519,38,414.95999999998395
520,17,184.28000000000074
521,24,267.04000000000127
522,10,100.32000000000133
523,17,183.30999999999995
524,34,380.93999999999187
525,49,557.3399999999873
526,22,235.7599999999998
527,19,209.74000000000146
528,51,568.9899999999907
529,13,140.58999999999972
530,18,195.62000000000046
531,18,191.9500000000001
532,37,415.9799999999927
533,53,603.4899999999919
534,38,423.95999999998895
535,39,446.9899999999825
536,48,527.1599999999822
537,35,387.1599999999934
538,36,409.7099999999932
539,26,283.43999999999903
540,33,372.649999999993
541,15,158.01000000000113
542,33,381.8999999999911
543,13,139.43000000000066
544,24,263.839999999997
545,15,161.70000000000084
546,25,270.4099999999996
547,24,263.6500000000005
548,11,117.93000000000002
549,41,454.81999999998106
550,31,341.8499999999921
551,9,84.81000000000107
552,15,155.81000000000057
553,24,260.2400000000002
554,23,250.52999999999673
555,41,455.5599999999922
556,41,473.8399999999888
557,32,353.58999999999486
558,12,127.39999999999992
559,20,219.71000000000072
560,13,144.4100000000007
561,24,262.89000000000055
562,34,386.7699999999913
563,31,348.28999999999525
564,35,386.2799999999938
565,26,286.0399999999986
566,7,67.70000000000016
567,36,397.8299999999875
568,36,397.5399999999878
569,25,285.12999999999533
570,19,204.11000000000092
571,42,466.4399999999836
572,31,348.73999999999637
573,46,522.359999999986
574,31,346.54999999999455
575,30,333.5499999999951
576,25,271.4099999999967
577,51,570.4499999999903
578,23,244.49000000000072
579,46,519.5199999999861
580,13,136.26000000000133
581,34,383.37999999999465
582,29,315.5699999999969
583,29,317.8899999999976
584,48,541.3299999999917
585,34,379.7799999999936
586,13,135.43000000000072
587,16,173.4800000000006
588,23,256.649999999997
589,24,268.76000000000005
590,20,214.5600000000011
591,10,104.1000000000006
592,31,344.69999999999504
593,18,193.23999999999987
594,8,73.60000000000102
595,40,451.6799999999876
596,19,207.54000000000065
597,33,368.999999999994
598,43,485.15999999998814
599,37,409.05999999999204
600,19,217.2800000000016
601,20,219.590000000001
602,15,158.42999999999984
603,28,309.81999999999834
604,14,151.16000000000085
605,24,258.34000000000077
606,28,316.92999999999773
607,37,415.52999999999105
608,36,408.5599999999847
609,17,176.25000000000023
610,28,314.00999999999846
611,36,410.9799999999899
612,35,392.28999999999286
613,25,273.22000000000037
614,27,298.5699999999996
615,30,336.9299999999954
616,59,665.6999999999924
617,46,521.979999999979
618,36,403.0899999999925
619,19,205.92000000000104
620,37,411.689999999985
621,38,423.4099999999908
622,43,479.1399999999876
623,7,73.6100000000011
624,15,159.85000000000056
625,28,298.67999999999824
626,24,262.3999999999952
627,36,407.7999999999852
628,33,367.28999999999354
629,13,140.35000000000062
630,21,240.16000000000088
631,23,251.21999999999923
632,26,287.639999999999
633,45,506.4299999999881
634,33,356.76999999998895
635,26,288.1699999999994
636,28,310.6999999999978
637,32,353.8399999999969
638,28,319.04999999998904
639,42,462.5499999999878
640,32,355.0999999999938
641,22,237.3000000000011
642,50,556.5499999999867
643,18,195.86000000000078
644,13,133.5700000000006
645,15,161.56000000000142
646,19,209.4700000000006
647,44,489.7799999999799
648,14,149.00000000000065
649,12,127.03000000000063
650,21,228.89000000000073
651,46,517.4199999999886
652,21,224.17000000000039
653,39,428.32999999998464
654,17,181.32999999999973
655,17,187.10000000000076
656,11,112.93000000000099
657,23,257.6899999999948
658,19,200.77000000000098
659,10,101.12000000000091
660,11,118.01000000000062
661,33,360.859999999996
662,27,288.6699999999956
663,52,597.6599999999928
664,42,469.45999999998014
665,38,432.4499999999917
666,37,418.87999999999033
667,43,487.0999999999816
668,36,407.7599999999934
669,35,384.50999999999306
670,21,231.78000000000097
671,17,180.25000000000074
672,13,139.17000000000067
673,52,595.3199999999912
674,11,116.17000000000044
675,25,274.6599999999989
676,33,371.3199999999938
677,14,150.5000000000007
678,27,296.30999999999705
679,39,438.54999999998523
680,35,389.07999999999345
681,39,443.58999999998866
682,18,193.61000000000047
683,18,195.25000000000142
684,57,641.7999999999967
685,18,190.6999999999994
686,16,172.02000000000083
687,53,584.4399999999885
688,21,230.37000000000083
689,20,215.44000000000116
690,26,289.55
691,26,290.6499999999989
692,12,123.63999999999967
693,19,200.0900000000006
694,25,279.9299999999991
695,39,426.3399999999936
696,17,188.25000000000045
697,40,456.8699999999806
698,32,367.0699999999945
699,17,178.09000000000054
700,25,265.4899999999998
701,21,230.310000000001
702,33,365.79999999999416
703,27,288.2299999999938
704,10,103.48000000000148
705,25,273.5499999999976
706,24,264.05999999999835
707,21,223.44999999999968
708,17,178.13000000000062
709,28,300.25999999999044
710,30,344.51999999999504
711,17,193.54000000000102
712,35,392.55999999998977
713,32,345.22999999999604
714,23,257.3500000000005
715,23,251.22999999999575
716,43,482.2599999999877
717,34,380.559999999994
718,33,358.9099999999896
719,34,372.84999999999457
720,23,248.16000000000014
721,38,424.31999999999005
722,31,343.3899999999934
723,30,332.16999999999655
724,13,139.5500000000012
725,27,298.9799999999977
726,29,325.4699999999984
727,33,360.73999999998864
728,46,518.7699999999892
729,34,388.1199999999927
730,44,486.6199999999893
731,35,386.71999999998843
732,33,374.15999999999286
733,13,136.91999999999905
734,41,456.709999999985
735,31,340.6999999999954
736,23,258.2700000000003
737,49,546.8299999999884
738,21,226.79000000000056
739,45,505.0299999999886
740,27,291.3099999999992
741,16,167.65999999999957
742,22,235.81000000000074
743,32,349.23999999999654
744,26,279.35999999999933
745,36,406.57999999999254
746,26,285.2599999999994
747,44,484.60999999998285
748,33,366.51999999998924
749,41,454.40999999999013
750,64,717.5500000000014
751,16,180.46000000000015
752,39,435.6599999999901
753,39,439.73999999998364
754,40,447.8299999999887
755,29,320.3499999999959
756,17,184.20000000000178
757,27,303.5899999999983
758,34,379.58999999999344
759,43,479.68999999998647
760,18,197.420000000001
761,33,366.42999999999194
762,23,247.11999999999978
763,26,297.39999999999446
764,21,233.16000000000074
765,38,415.029999999993
766,27,303.7199999999957
767,30,332.72999999999627
768,27,297.1399999999994
769,13,144.56000000000068
770,31,341.7599999999909
771,51,569.4699999999835
772,19,207.77000000000052
773,26,293.8999999999974
774,29,321.3799999999977
775,48,535.1499999999814
776,35,390.7499999999878
777,52,577.5199999999845
778,16,170.04000000000028
779,21,221.92000000000044
780,20,231.95000000000138
781,40,446.099999999989
782,23,251.13000000000028
783,33,363.43999999999374
784,42,482.0399999999866
785,23,249.00000000000034
786,12,127.97999999999979
787,7,74.99000000000049
788,30,339.5499999999961
789,24,266.71000000000123
790,36,405.5599999999908
791,33,363.0299999999887
792,17,185.4100000000007
793,13,138.9400000000009
794,7,69.69000000000034
795,24,263.4000000000005
796,30,333.7599999999973
797,12,138.86000000000053
798,15,162.24000000000075
799,28,303.79999999999825
800,46,517.9099999999888
801,38,433.1699999999884
802,13,136.02000000000118
803,42,481.7599999999864
804,42,473.32999999998094
805,35,394.1299999999934
806,32,352.5999999999901
807,10,106.40000000000055
808,52,590.9399999999737
809,38,419.15999999998803
810,13,127.70000000000061
811,42,469.5299999999875
812,26,281.9999999999972
813,10,100.14000000000057
814,51,578.0899999999851
815,28,309.59999999999724
816,18,197.64000000000053
817,38,425.7899999999834
818,28,308.3099999999977
819,29,326.4799999999976
820,34,381.85999999998944
821,19,203.0800000000008
822,11,110.95000000000104
823,42,467.29999999999137
824,39,435.26999999999214
825,11,117.68999999999997
826,33,371.07999999999186
827,14,145.5799999999994
828,46,515.2399999999865
829,25,272.8599999999986
830,13,139.41000000000062
831,39,444.0799999999898
832,15,161.29000000000065
833,29,323.01999999999754
834,46,512.9799999999805
835,19,200.329999999999
836,32,358.56999999999374
837,9,93.34000000000115
838,14,147.15000000000072
839,28,308.3199999999971
840,33,368.539999999996
841,63,710.1799999999944
842,44,484.6999999999909
843,17,189.58999999999972
844,44,493.64999999998577
845,24,262.79999999999615
846,10,99.16000000000044
847,57,653.2199999999968
848,14,149.6900000000006
849,33,370.809999999994
850,42,472.3699999999839
851,23,242.89000000000013
852,38,419.9699999999855
853,23,245.45000000000053
854,36,408.2099999999928
855,37,416.4699999999853
856,38,427.9299999999924
857,12,121.33999999999963
858,19,204.19000000000054
859,27,294.51999999999805
860,11,118.26999999999964
861,18,186.57999999999825
862,47,524.6599999999867
863,47,528.1399999999823
864,35,389.92999999998733
865,17,179.62000000000066
866,42,478.4899999999867
867,29,323.15999999999644
868,47,521.6899999999887
869,50,562.6699999999903
870,33,371.16999999999615
871,5,46.60000000000011
872,26,293.2599999999988
873,33,359.34999999999434
874,15,156.3700000000013
875,33,365.659999999994
876,36,409.05999999999165
877,20,218.30000000000098
878,26,291.0099999999987
879,30,329.0399999999966
880,16,173.36000000000138
881,23,251.21000000000112
882,14,148.85000000000068
883,33,372.36999999999307
884,21,221.84000000000074
885,8,82.89000000000037
886,31,354.3199999999939
887,39,431.87999999999266
888,10,107.51000000000052
889,28,311.2199999999916
890,45,492.83999999997957
891,50,573.7399999999867
892,29,315.70999999999543
893,23,239.01000000000008
894,15,158.1800000000005
895,43,485.9999999999852
896,32,361.1299999999945
897,4,35.590000000000124
898,47,525.7299999999765
899,27,299.76999999999646
900,41,469.90999999998735
901,23,251.2000000000004
902,16,167.67000000000053
903,16,171.54000000000056
904,25,273.1099999999882
905,25,273.7299999999958
906,31,346.4999999999967
907,33,383.7199999999928
908,17,176.62000000000037
909,37,425.13999999999163
910,26,289.1199999999947
911,20,216.97000000000153
912,24,265.3100000000007
913,17,181.41000000000074
914,33,364.8099999999936
915,15,162.99000000000078
916,33,373.21999999999457
917,29,325.9399999999949
918,32,360.26999999998384
919,28,310.88999999999817
920,35,383.7399999999931
921,39,442.7399999999897
922,26,292.12999999999914
923,39,430.74999999998533
924,34,377.9399999999833
925,18,189.5600000000011
926,18,193.82000000000053
927,33,374.74999999999403
928,23,247.61000000000053
929,58,660.0799999999897
930,24,258.68000000000023
931,17,183.3400000000008
932,33,370.26999999999396
933,36,404.6999999999924
934,23,256.8600000000007
935,10,97.93000000000043
936,29,315.89999999999515
937,14,150.49999999999972
938,26,295.1099999999985
939,31,342.8599999999981
940,42,475.42999999998347
941,56,637.5499999999951
942,21,230.54000000000136
943,16,171.3200000000007
944,16,168.99999999999952
945,41,455.16999999998774
946,38,421.2499999999904
947,38,432.4499999999845
948,14,149.81999999999977
949,33,364.5699999999938
950,32,355.33999999999605
951,33,363.03999999998996
952,29,328.91999999999695
953,53,609.1199999999915
954,15,155.7100000000007
955,19,206.1899999999982
956,36,398.7699999999919
957,45,517.3099999999877
958,16,170.86000000000078
959,17,178.69000000000068
960,40,463.21999999998616
961,17,185.37000000000063
962,9,90.2300000000008
963,30,327.3699999999981
964,34,373.64999999998787
965,29,325.3499999999953
966,41,466.0499999999875
967,19,211.95999999999856
968,12,130.1400000000007
969,16,170.5000000000014
970,28,311.17999999999694
971,32,357.30999999999676
972,16,169.74000000000058
973,31,340.6699999999981
974,15,164.0500000000015
975,17,185.23000000000073
976,34,374.7999999999931
977,33,358.6699999999945
978,34,386.7799999999914
979,32,350.419999999995
980,15,159.47000000000077
981,42,482.97999999997774
982,43,481.19999999998754
983,31,339.21999999999696
984,16,167.71000000000146
985,32,342.2399999999925
986,44,506.4299999999855
987,23,255.49000000000063
988,24,261.44000000000057
989,23,254.6800000000003
990,8,82.12000000000056
991,22,237.56000000000046
992,23,248.20999999999538
993,53,599.7699999999936
994,26,290.1699999999992
995,16,171.7999999999998
996,39,441.3699999999877
997,40,444.34999999998973
998,42,478.22999999998746
999,45,515.139999999987
1000,32,357.63999999999595
1,44,481.9899999999881
2,24,264.5499999999992
1,31,336.8599999999909
